id,status,notification,division_id,sportshall_id,planned_at,planned_orig_at,season_id,delayed_request,delayed_status,delayed_prop_at,delayed_prop_count,team1_id,team2_id,score1,score2,score3,score4,forfeit,forfeit_at,created_at,updated_at
96624,3,1,786,312,2024-11-25 22:00:00,,2024,0,0,,0,1588,1367,8,0,0,0,0,,2024-08-17 14:25:31,2024-11-26 13:19:00
96625,3,1,786,699,2024-11-25 22:00:00,,2024,0,0,,0,1933,2152,8,7,0,0,0,,2024-08-17 14:25:31,2024-11-26 14:36:41
96626,0,0,786,699,2024-11-27 22:00:00,,2024,0,0,,0,1903,491,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96627,0,0,786,337,2024-11-29 22:00:00,,2024,0,0,,0,1904,676,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96628,0,0,786,330,2024-12-01 21:00:00,,2024,0,0,,0,1929,1588,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96629,0,0,786,644,2024-12-02 22:00:00,,2024,0,0,,0,2048,1930,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96630,0,0,786,324,2024-12-05 22:00:00,,2024,0,0,,0,2152,1933,0,0,0,0,0,,2024-08-17 14:25:31,2024-11-22 12:46:11
96631,0,0,786,334,2024-12-04 20:00:00,,2024,0,0,,0,491,676,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96633,0,0,786,312,2024-12-09 22:00:00,,2024,0,0,,0,1588,2152,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96634,0,0,786,699,2024-12-09 22:00:00,,2024,0,0,,0,1933,2048,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96635,0,0,786,699,2024-12-11 22:00:00,,2024,0,0,,0,1903,496,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96636,0,0,786,330,2024-12-15 19:00:00,,2024,0,0,,0,1930,491,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96637,0,0,786,644,2024-12-16 22:00:00,,2024,0,0,,0,2048,1904,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96638,0,0,786,328,2024-12-20 22:00:00,,2024,0,0,,0,2152,1588,0,0,0,0,0,,2024-08-17 14:25:31,2024-11-22 12:45:37
96639,0,0,786,319,2024-12-17 21:00:00,,2024,0,0,,0,676,1929,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-17 14:25:31
96640,0,0,786,699,2024-12-19 22:00:00,,2024,0,0,,0,1903,1933,0,0,0,0,0,,2024-08-17 14:25:31,2024-08-28 13:30:46
96641,0,0,786,334,2024-12-22 21:00:00,,2024,0,0,,0,496,2048,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96642,0,0,786,699,2024-12-23 22:00:00,,2024,0,0,,0,1933,1367,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96643,0,0,786,312,2024-12-23 22:00:00,,2024,0,0,,0,1588,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96644,0,0,786,337,2024-12-27 22:00:00,,2024,0,0,,0,1904,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96645,0,0,786,644,2024-12-30 22:00:00,,2024,0,0,,0,2048,1929,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96646,0,0,786,644,2025-01-03 20:00:00,,2024,0,0,,0,1367,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96647,0,0,786,330,2025-01-05 21:00:00,,2024,0,0,,0,1929,676,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96648,0,0,786,330,2025-01-05 19:00:00,,2024,0,0,,0,1930,1904,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96649,0,0,786,312,2025-01-06 22:00:00,,2024,0,0,,0,1588,491,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96650,0,0,786,330,2025-01-12 21:00:00,,2024,0,0,,0,1929,1933,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96651,0,0,786,644,2025-01-13 22:00:00,,2024,0,0,,0,2048,676,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96652,0,0,786,334,2025-01-15 20:00:00,,2024,0,0,,0,491,1367,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96653,0,0,786,334,2025-01-19 21:00:00,,2024,0,0,,0,496,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96654,0,0,786,699,2025-01-20 22:00:00,,2024,0,0,,0,1933,1588,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96655,0,0,786,328,2025-01-17 22:00:00,,2024,0,0,,0,2152,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-11-22 12:45:55
96656,0,0,786,337,2025-01-24 22:00:00,,2024,0,0,,0,1904,1929,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96657,0,0,786,644,2025-01-27 22:00:00,,2024,0,0,,0,2048,491,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96658,0,0,786,319,2025-01-28 21:00:00,,2024,0,0,,0,676,496,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96659,0,0,786,644,2025-01-31 20:00:00,,2024,0,0,,0,1367,1933,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96660,0,0,786,330,2025-02-02 19:00:00,,2024,0,0,,0,1930,2048,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96661,0,0,786,330,2025-02-02 21:00:00,,2024,0,0,,0,1929,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96662,0,0,786,339,2025-02-06 22:00:00,,2024,0,0,,0,2152,496,0,0,0,0,0,,2024-08-17 14:25:32,2024-11-22 12:46:30
96663,0,0,786,312,2025-02-03 22:00:00,,2024,0,0,,0,1588,676,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96664,0,0,786,334,2025-02-07 21:00:00,,2024,0,0,,0,1904,2048,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-22 13:29:30
96665,0,0,786,330,2025-02-09 21:00:00,,2024,0,0,,0,1929,1367,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96666,0,0,786,699,2025-02-13 22:00:00,,2024,0,0,,0,1903,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-28 13:31:05
96667,0,0,786,334,2025-02-12 20:00:00,,2024,0,0,,0,491,2152,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96668,0,0,786,334,2025-02-16 21:00:00,,2024,0,0,,0,496,1367,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96669,0,0,786,312,2025-02-17 22:00:00,,2024,0,0,,0,1588,1904,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96670,0,0,786,699,2025-02-17 22:00:00,,2024,0,0,,0,1933,676,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96671,0,0,786,699,2025-02-19 22:00:00,,2024,0,0,,0,1903,2152,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96672,0,0,786,330,2025-02-23 19:00:00,,2024,0,0,,0,1930,1588,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96673,0,0,786,644,2025-02-24 22:00:00,,2024,0,0,,0,2048,1933,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96674,0,0,786,334,2025-02-26 20:00:00,,2024,0,0,,0,491,1904,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96675,0,0,786,644,2025-02-28 20:00:00,,2024,0,0,,0,1367,676,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96676,0,0,786,334,2025-03-02 21:00:00,,2024,0,0,,0,496,2152,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96677,0,0,786,699,2025-03-03 22:00:00,,2024,0,0,,0,1933,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96678,0,0,786,312,2025-03-03 22:00:00,,2024,0,0,,0,1588,1929,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96679,0,0,786,699,2025-03-05 22:00:00,,2024,0,0,,0,1903,2048,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96680,0,0,786,337,2025-03-07 22:00:00,,2024,0,0,,0,1904,491,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96681,0,0,786,330,2025-03-09 19:00:00,,2024,0,0,,0,1930,496,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96682,0,0,786,319,2025-03-11 21:00:00,,2024,0,0,,0,676,2152,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96683,0,0,786,334,2025-03-12 20:00:00,,2024,0,0,,0,491,1933,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96684,0,0,786,644,2025-03-14 20:00:00,,2024,0,0,,0,1367,1588,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96685,0,0,786,334,2025-03-16 21:00:00,,2024,0,0,,0,496,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96686,0,0,786,330,2025-03-16 21:00:00,,2024,0,0,,0,1929,2048,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96687,0,0,786,339,2025-03-20 22:00:00,,2024,0,0,,0,2152,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-11-22 12:46:49
96688,0,0,786,699,2025-03-17 22:00:00,,2024,0,0,,0,1933,1904,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96689,0,0,786,319,2025-03-25 21:00:00,,2024,0,0,,0,676,1904,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96690,0,0,786,334,2025-03-26 20:00:00,,2024,0,0,,0,491,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96691,0,0,786,644,2025-03-28 20:00:00,,2024,0,0,,0,1367,2152,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96692,0,0,786,699,2025-03-31 22:00:00,,2024,0,0,,0,1933,496,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96693,0,0,786,312,2025-03-31 22:00:00,,2024,0,0,,0,1588,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96694,0,0,786,328,2025-04-04 22:00:00,,2024,0,0,,0,1904,1930,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-22 13:29:48
96695,0,0,786,330,2025-04-06 21:00:00,,2024,0,0,,0,1929,491,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96696,0,0,786,644,2025-04-07 22:00:00,,2024,0,0,,0,2048,1588,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96697,0,0,786,319,2025-04-08 21:00:00,,2024,0,0,,0,676,1367,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96698,0,0,786,330,2025-04-13 19:00:00,,2024,0,0,,0,1930,676,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96699,0,0,786,334,2025-04-13 21:00:00,,2024,0,0,,0,496,491,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96700,0,0,786,319,2025-04-10 22:00:00,,2024,0,0,,0,2152,1904,0,0,0,0,0,,2024-08-17 14:25:32,2024-11-22 12:47:05
96701,0,0,786,312,2025-04-14 22:00:00,,2024,0,0,,0,1588,1933,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96702,0,0,786,699,2025-04-16 22:00:00,,2024,0,0,,0,1903,1367,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96703,0,0,786,319,2025-04-22 21:00:00,,2024,0,0,,0,676,2048,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96704,0,0,786,334,2025-04-23 20:00:00,,2024,0,0,,0,491,1588,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96705,0,0,786,644,2025-04-25 20:00:00,,2024,0,0,,0,1367,1929,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96706,0,0,786,699,2025-04-28 22:00:00,,2024,0,0,,0,1933,1903,0,0,0,0,0,,2024-08-17 14:25:32,2024-08-17 14:25:32
96839,3,1,788,644,2024-09-02 22:00:00,,2024,0,0,,0,1905,1123,9,5,0,0,0,,2024-08-17 14:25:34,2024-09-07 19:05:06
96840,3,1,788,787,2024-09-02 21:00:00,,2024,0,0,,0,1917,1384,5,0,0,0,1,2024-09-05 21:32:48,2024-08-17 14:25:34,2024-09-05 21:32:48
96841,3,1,788,644,2024-09-03 22:00:00,,2024,0,0,,0,2156,1715,5,5,0,0,0,,2024-08-17 14:25:34,2024-09-04 09:04:11
96843,3,1,788,330,2024-09-08 19:00:00,,2024,0,0,,0,1655,1123,6,6,0,0,0,,2024-08-17 14:25:34,2024-09-08 23:06:49
96844,3,1,788,644,2024-09-09 21:00:00,,2024,0,0,,0,1591,2157,2,4,0,0,0,,2024-08-17 14:25:34,2024-09-09 23:01:00
96845,3,1,788,644,2024-09-13 21:00:00,,2024,0,0,,0,1384,2155,0,5,0,0,1,2024-09-13 22:56:30,2024-08-17 14:25:34,2024-09-13 22:56:30
96847,3,1,788,609,2024-09-15 18:00:00,,2024,0,0,,0,1123,2157,1,14,0,0,0,,2024-08-17 14:25:34,2024-11-03 11:02:05
96848,3,1,788,787,2024-09-16 21:00:00,,2024,0,0,,0,1917,1204,3,0,0,0,0,,2024-08-17 14:25:34,2024-09-17 08:15:53
96849,3,1,788,644,2024-09-16 22:00:00,,2024,0,0,,0,1905,1919,3,3,0,0,0,,2024-08-17 14:25:34,2024-09-30 09:16:23
96850,3,1,788,323,2024-09-20 21:00:00,,2024,0,0,,0,2154,1384,5,0,0,0,1,2024-09-22 15:15:44,2024-08-17 14:25:34,2024-09-22 15:15:44
96851,3,1,788,331,2024-09-20 22:00:00,,2024,0,0,,0,2155,1591,9,7,0,0,0,,2024-08-17 14:25:34,2024-09-23 16:34:02
96852,3,1,788,330,2024-09-22 19:00:00,,2024,0,0,,0,1655,2156,6,3,0,0,0,,2024-08-17 14:25:34,2024-09-23 17:08:41
96853,3,1,788,644,2024-09-25 20:00:00,,2024,0,0,,0,2157,1204,7,6,0,0,0,,2024-08-17 14:25:34,2024-09-26 20:24:34
96854,3,1,788,644,2024-09-27 21:00:00,,2024,0,0,,0,1384,1715,3,14,0,0,0,,2024-08-17 14:25:34,2024-10-29 16:42:17
96855,3,1,788,334,2024-09-28 21:00:00,,2024,0,0,,0,1919,2154,17,1,0,0,0,,2024-08-17 14:25:34,2024-09-29 13:18:15
96856,3,1,788,787,2024-09-30 21:00:00,,2024,0,0,,0,1917,1123,2,2,0,0,0,,2024-08-17 14:25:34,2024-10-12 12:32:01
96857,3,1,788,644,2024-10-01 22:00:00,2024-10-01 22:00:00,2024,0,0,,0,2156,1905,5,0,0,0,1,2024-09-30 21:45:30,2024-08-17 14:25:34,2024-10-01 22:00:31
96858,3,1,788,323,2024-10-04 21:00:00,,2024,0,0,,0,2154,1715,2,8,0,0,0,,2024-08-17 14:25:34,2024-10-07 20:41:50
96859,3,1,788,331,2024-10-04 22:00:00,,2024,0,0,,0,2155,2157,2,8,0,0,0,,2024-08-17 14:25:34,2024-10-05 03:12:26
96860,3,1,788,330,2024-10-06 19:00:00,,2024,0,0,,0,1655,1919,3,9,0,0,0,,2024-08-17 14:25:34,2024-10-06 20:19:16
96861,3,1,788,644,2024-10-07 21:00:00,,2024,0,0,,0,1591,1204,4,9,0,0,0,,2024-08-17 14:25:34,2024-10-14 10:53:03
96862,3,1,788,644,2024-10-11 21:00:00,,2024,0,0,,0,1384,1917,3,4,0,0,0,,2024-08-17 14:25:34,2024-10-29 17:30:20
96863,3,1,788,609,2024-10-11 21:00:00,,2024,0,0,,0,1123,2155,3,7,0,0,0,,2024-08-17 14:25:34,2024-10-12 12:26:47
96864,3,1,788,335,2024-10-29 21:00:00,2024-10-12 21:00:00,2024,0,0,,0,1919,2157,6,1,0,0,0,,2024-08-17 14:25:34,2024-10-29 23:08:45
96865,3,1,788,334,2024-10-12 22:00:00,,2024,0,0,,0,1715,2154,9,0,0,0,0,,2024-08-17 14:25:34,2024-10-13 03:46:44
96866,3,1,788,644,2024-10-14 22:00:00,,2024,0,0,,0,1905,2156,9,1,0,0,0,,2024-08-17 14:25:34,2024-10-17 15:56:43
96867,3,1,788,339,2024-10-15 22:00:00,,2024,0,0,,0,1204,1591,1,5,0,0,0,,2024-08-17 14:25:34,2024-10-17 22:14:05
96868,3,1,788,331,2024-10-18 21:00:00,,2024,0,0,,0,2155,1917,5,5,0,0,0,,2024-08-17 14:25:34,2024-10-21 06:44:40
96869,3,1,788,609,2024-10-19 20:00:00,,2024,0,0,,0,1123,1919,5,4,0,0,0,,2024-08-17 14:25:34,2024-11-03 10:51:42
96870,3,1,788,330,2024-10-20 19:00:00,,2024,0,0,,0,1655,2154,10,2,0,0,0,,2024-08-17 14:25:34,2024-10-22 19:05:45
96871,3,1,788,644,2024-10-21 21:00:00,,2024,0,0,,0,1591,2156,1,5,0,0,0,,2024-08-17 14:25:34,2024-10-24 13:23:32
96872,3,1,788,644,2024-10-23 20:00:00,,2024,0,0,,0,2157,1384,17,2,0,0,0,,2024-08-17 14:25:34,2024-10-29 16:45:37
96873,3,1,788,334,2024-10-26 21:00:00,,2024,0,0,,0,1919,1715,5,0,0,0,1,2024-10-26 12:36:15,2024-08-17 14:25:34,2024-10-26 21:00:09
96874,3,1,788,787,2024-10-28 21:00:00,,2024,0,0,,0,1917,2155,4,0,0,0,0,,2024-08-17 14:25:34,2024-10-29 11:52:46
96875,3,1,788,644,2024-10-28 22:00:00,,2024,0,0,,0,1905,2154,18,1,0,0,0,,2024-08-17 14:25:34,2024-10-30 19:17:46
96876,3,1,788,644,2024-10-29 22:00:00,,2024,0,0,,0,2156,1384,2,4,0,0,0,,2024-08-17 14:25:34,2024-10-30 09:11:54
96877,3,1,788,339,2024-10-29 22:00:00,,2024,0,0,,0,1204,1123,0,1,0,0,0,,2024-08-17 14:25:34,2024-11-01 19:22:48
96878,3,1,788,330,2024-11-03 19:00:00,,2024,0,0,,0,1655,1715,6,5,0,0,0,,2024-08-17 14:25:34,2024-11-05 20:16:17
96879,3,1,788,644,2024-11-06 20:00:00,2024-11-06 20:00:00,2024,0,0,,0,2157,1591,5,0,0,0,1,2024-11-04 15:21:19,2024-08-17 14:25:34,2024-11-06 20:00:18
96880,3,1,788,644,2024-11-13 22:00:00,2024-11-08 21:00:00,2024,0,0,,0,1384,1905,5,8,0,0,0,,2024-08-17 14:25:34,2024-11-15 09:38:54
96881,3,1,788,609,2024-11-09 20:00:00,,2024,0,0,,0,1123,2154,5,3,0,0,0,,2024-08-17 14:25:34,2024-11-10 20:04:07
96882,3,1,788,334,2024-11-09 21:00:00,,2024,0,0,,0,1919,1917,6,3,0,0,0,,2024-08-17 14:25:34,2024-11-10 22:11:11
96883,3,1,788,330,2024-11-10 19:00:00,,2024,0,0,,0,1655,2155,13,6,0,0,0,,2024-08-17 14:25:34,2024-11-11 22:29:23
96884,3,1,788,644,2024-11-12 22:00:00,,2024,0,0,,0,2156,2157,5,4,0,0,0,,2024-08-17 14:25:34,2024-11-12 23:54:24
96885,3,1,788,339,2024-11-12 22:00:00,,2024,0,0,,0,1204,1715,8,1,0,0,0,,2024-08-17 14:25:34,2024-11-18 15:21:10
96886,3,1,788,323,2024-11-15 21:00:00,,2024,0,0,,0,2154,1905,0,15,0,0,0,,2024-08-17 14:25:34,2024-11-20 10:41:56
96887,3,1,788,644,2024-11-18 21:00:00,,2024,0,0,,0,1591,1384,5,7,0,0,0,,2024-08-17 14:25:34,2024-11-25 14:54:37
96888,3,1,788,644,2024-11-20 20:00:00,,2024,0,0,,0,2157,2156,7,4,0,0,0,,2024-08-17 14:25:34,2024-11-21 14:09:08
96889,3,1,788,331,2024-11-22 22:00:00,,2024,0,0,,0,2155,2154,5,4,0,0,0,,2024-08-17 14:25:34,2024-11-23 22:12:42
96890,0,1,788,334,2024-11-23 21:00:00,,2024,0,0,,0,1919,1384,0,0,0,0,0,,2024-08-17 14:25:34,2024-11-23 21:00:18
96892,2,1,788,787,2024-11-25 21:00:00,,2024,0,0,,0,1917,1655,10,3,0,0,0,,2024-08-17 14:25:34,2024-11-26 09:51:51
96893,2,1,788,644,2024-11-25 22:00:00,,2024,0,0,,0,1905,2157,3,8,0,0,0,,2024-08-17 14:25:34,2024-11-25 23:49:05
96894,3,1,788,644,2024-11-26 22:00:00,,2024,0,0,,0,2156,1591,6,5,0,0,0,,2024-08-17 14:25:34,2024-11-27 00:02:14
96895,0,0,788,323,2024-11-29 21:00:00,,2024,0,0,,0,2154,2155,0,0,0,0,0,,2024-08-17 14:25:34,2024-08-17 14:25:34
96896,0,0,788,609,2024-12-01 18:00:00,,2024,0,0,,0,1123,1905,0,0,0,0,0,,2024-08-17 14:25:34,2024-08-17 14:25:34
96897,0,0,788,330,2024-12-01 19:00:00,,2024,0,0,,0,1655,1917,0,0,0,0,0,,2024-08-17 14:25:34,2024-08-17 14:25:34
96898,0,0,788,644,2024-12-02 21:00:00,,2024,0,0,,0,1591,1919,0,0,0,0,0,,2024-08-17 14:25:34,2024-08-17 14:25:34
96899,0,0,788,339,2024-12-03 22:00:00,,2024,0,0,,0,1204,2156,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96900,0,0,788,644,2024-12-04 20:00:00,,2024,0,0,,0,2157,2154,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96901,0,0,788,644,2024-12-06 21:00:00,,2024,0,0,,0,1384,1655,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96902,0,0,788,331,2024-12-06 22:00:00,,2024,0,0,,0,2155,1123,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96903,0,0,788,334,2024-12-07 22:00:00,,2024,0,0,,0,1715,1905,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96904,0,0,788,787,2024-12-09 21:00:00,,2024,0,0,,0,1917,1919,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96905,0,0,788,644,2024-12-10 22:00:00,,2024,0,0,,0,2156,1204,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96906,0,0,788,644,2024-12-16 21:00:00,,2024,0,0,,0,1591,1715,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96907,0,0,788,339,2024-12-17 22:00:00,,2024,0,0,,0,1204,1917,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96908,0,0,788,644,2024-12-18 20:00:00,,2024,0,0,,0,2157,1905,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96909,0,0,788,644,2024-12-20 21:00:00,,2024,0,0,,0,1384,2154,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96910,0,0,788,609,2024-12-20 21:00:00,,2024,0,0,,0,1123,2156,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96911,0,0,788,334,2024-12-21 21:00:00,,2024,0,0,,0,1919,1655,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96912,0,0,788,787,2024-12-23 21:00:00,,2024,0,0,,0,1917,1715,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96913,0,0,788,644,2024-12-23 22:00:00,,2024,0,0,,0,1905,2155,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96914,0,0,788,323,2024-12-27 21:00:00,,2024,0,0,,0,2154,2156,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96915,0,0,788,330,2024-12-29 19:00:00,,2024,0,0,,0,1655,1204,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96916,0,0,788,644,2024-12-30 21:00:00,,2024,0,0,,0,1591,1917,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96917,0,0,788,644,2025-01-03 21:00:00,,2024,0,0,,0,1384,2157,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96918,0,0,788,334,2025-01-04 21:00:00,,2024,0,0,,0,1919,1204,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96919,0,0,788,334,2025-01-04 22:00:00,,2024,0,0,,0,1715,2155,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96920,0,0,788,644,2025-01-06 22:00:00,,2024,0,0,,0,1905,1655,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96921,0,0,788,644,2025-01-07 22:00:00,,2024,0,0,,0,2156,1123,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96922,0,0,788,323,2025-01-10 21:00:00,,2024,0,0,,0,2154,1917,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96923,0,0,788,331,2025-01-10 22:00:00,,2024,0,0,,0,2155,1384,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96924,0,0,788,644,2025-01-15 20:00:00,,2024,0,0,,0,2157,2155,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96925,0,0,788,644,2025-01-17 21:00:00,,2024,0,0,,0,1384,1591,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96926,0,0,788,609,2025-01-18 21:00:00,,2024,0,0,,0,1123,1204,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96927,0,0,788,334,2025-01-18 21:00:00,,2024,0,0,,0,1919,2156,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96928,0,0,788,334,2025-01-18 22:00:00,,2024,0,0,,0,1715,1655,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96929,0,0,788,787,2025-01-20 21:00:00,,2024,0,0,,0,1917,1905,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96930,0,0,788,331,2025-01-24 22:00:00,,2024,0,0,,0,2155,2156,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96931,0,0,788,644,2025-01-27 21:00:00,,2024,0,0,,0,1591,1655,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96932,0,0,788,339,2025-01-28 22:00:00,,2024,0,0,,0,1204,2154,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96933,0,0,788,644,2025-01-29 20:00:00,,2024,0,0,,0,2157,1123,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96934,0,0,788,644,2025-01-31 21:00:00,,2024,0,0,,0,1384,2156,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96935,0,0,788,334,2025-02-01 22:00:00,,2024,0,0,,0,1715,1919,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
96936,0,0,788,644,2025-02-03 22:00:00,,2024,0,0,,0,1905,1591,0,0,0,0,0,,2024-08-17 14:25:35,2024-08-17 14:25:35
